Y,M,D,h,m,s,SPADS,ShoreFor,Obs
2007,11,13,0,0,0,60.401,60.577,60.328
2007,11,14,0,0,0,60.317,60.413,60.558
2007,11,15,0,0,0,60.51,60.383,60.719
2007,11,16,0,0,0,60.862,60.544,60.659
2007,11,17,0,0,0,61.264,60.703,60.902
2007,11,18,0,0,0,61.586,60.774,61.231
2007,11,19,0,0,0,61.736,60.841,61.054
2007,11,20,0,0,0,61.715,60.937,60.66
2007,11,21,0,0,0,61.583,60.959,60.044
2007,11,22,0,0,0,61.389,60.953,59.289
2007,11,23,0,0,0,61.154,60.958,58.519
2007,11,24,0,0,0,60.902,60.954,57.748
2007,11,25,0,0,0,60.645,60.858,56.976
2007,11,26,0,0,0,60.436,60.641,56.23
2007,11,27,0,0,0,60.325,60.458,55.58
2007,11,28,0,0,0,60.349,60.361,55.617
2007,11,29,0,0,0,60.5,60.277,55.985
2007,11,30,0,0,0,60.789,60.192,56.395
2007,12,1,0,0,0,61.184,60.135,56.832
2007,12,2,0,0,0,61.518,60.154,57.304
2007,12,3,0,0,0,61.646,60.234,57.774
2007,12,4,0,0,0,61.472,60.334,58.185
2007,12,5,0,0,0,60.902,60.464,57.963
2007,12,6,0,0,0,59.966,60.452,57.508
2007,12,7,0,0,0,58.809,60.231,57.111
2007,12,8,0,0,0,57.581,60.042,56.779
2007,12,9,0,0,0,56.414,59.829,56.522
2007,12,10,0,0,0,55.434,59.463,56.397
2007,12,11,0,0,0,54.781,59.001,56.333
2007,12,12,0,0,0,54.616,58.519,56.399
2007,12,13,0,0,0,54.955,58.126,56.546
2007,12,14,0,0,0,55.652,57.853,56.769
2007,12,15,0,0,0,56.521,57.69,57.05
2007,12,16,0,0,0,57.405,57.614,57.284
2007,12,17,0,0,0,58.187,57.587,57.419
2007,12,18,0,0,0,58.821,57.559,57.521
2007,12,19,0,0,0,59.313,57.496,57.509
2007,12,20,0,0,0,59.689,57.421,57.375
2007,12,21,0,0,0,59.959,57.374,57.121
2007,12,22,0,0,0,60.154,57.354,56.77
2007,12,23,0,0,0,60.305,57.325,56.493
2007,12,24,0,0,0,60.466,57.29,56.806
2007,12,25,0,0,0,60.741,57.267,57.16
2007,12,26,0,0,0,61.172,57.229,57.536
2007,12,27,0,0,0,61.65,57.243,57.933
2007,12,28,0,0,0,62.067,57.375,58.354
2007,12,29,0,0,0,62.357,57.53,58.791
2007,12,30,0,0,0,62.486,57.666,59.169
2007,12,31,0,0,0,62.485,57.748,58.985
2008,1,1,0,0,0,62.431,57.75,58.769
2008,1,2,0,0,0,62.388,57.733,58.548
2008,1,3,0,0,0,62.355,57.737,58.331
2008,1,4,0,0,0,62.277,57.798,58.104
2008,1,5,0,0,0,62.137,57.824,57.88
2008,1,6,0,0,0,61.993,57.893,57.742
2008,1,7,0,0,0,61.886,58.015,57.666
2008,1,8,0,0,0,61.836,58.041,57.645
2008,1,9,0,0,0,61.831,58.047,57.649
2008,1,10,0,0,0,61.847,58.058,57.685
2008,1,11,0,0,0,61.83,58.04,57.777
2008,1,12,0,0,0,61.695,58.059,57.663
2008,1,13,0,0,0,61.339,58.128,57.254
2008,1,14,0,0,0,60.675,58.168,56.558
2008,1,15,0,0,0,59.725,58.173,55.602
2008,1,16,0,0,0,58.589,58.106,54.469
2008,1,17,0,0,0,57.427,57.956,53.085
2008,1,18,0,0,0,56.375,57.838,51.485
2008,1,19,0,0,0,55.501,57.704,50.551
2008,1,20,0,0,0,54.822,57.489,50.287
2008,1,21,0,0,0,54.369,57.263,50.508
2008,1,22,0,0,0,54.153,56.923,50.813
2008,1,23,0,0,0,54.127,56.601,51.146
2008,1,24,0,0,0,54.253,56.469,51.746
2008,1,25,0,0,0,54.541,56.345,53.018
2008,1,26,0,0,0,55.018,56.217,54.109
2008,1,27,0,0,0,55.776,56.05,54.868
2008,1,28,0,0,0,56.837,55.885,55.299
2008,1,29,0,0,0,58.083,55.917,55.792
2008,1,30,0,0,0,59.301,56.057,56.348
2008,1,31,0,0,0,60.293,56.192,56.757
2008,2,1,0,0,0,60.94,56.305,56.568
2008,2,2,0,0,0,61.226,56.423,56.137
2008,2,3,0,0,0,61.232,56.591,55.62
2008,2,4,0,0,0,61.114,56.881,55.201
2008,2,5,0,0,0,61.025,57.211,54.887
2008,2,6,0,0,0,61.043,57.304,54.756
2008,2,7,0,0,0,61.195,57.347,55.053
2008,2,8,0,0,0,61.457,57.551,55.615
2008,2,9,0,0,0,61.802,57.814,56.284
2008,2,10,0,0,0,62.228,58.087,56.928
2008,2,11,0,0,0,62.696,58.184,57.303
2008,2,12,0,0,0,63.145,58.275,57.581
2008,2,13,0,0,0,63.501,58.489,57.72
2008,2,14,0,0,0,63.736,58.681,57.474
2008,2,15,0,0,0,63.853,58.766,56.994
2008,2,16,0,0,0,63.839,58.793,56.314
2008,2,17,0,0,0,63.625,58.934,55.573
2008,2,18,0,0,0,63.149,59.141,55.008
2008,2,19,0,0,0,62.402,59.341,54.447
2008,2,20,0,0,0,61.434,59.622,53.864
2008,2,21,0,0,0,60.379,59.972,53.339
2008,2,22,0,0,0,59.42,60.028,53.063
2008,2,23,0,0,0,58.777,59.426,53.7
2008,2,24,0,0,0,58.671,58.494,54.608
2008,2,25,0,0,0,59.155,57.939,55.693
2008,2,26,0,0,0,60.046,57.795,56.648
2008,2,27,0,0,0,61.06,57.817,57.305
2008,2,28,0,0,0,61.91,57.93,58.031
2008,2,29,0,0,0,62.493,58.071,58.65
2008,3,1,0,0,0,62.884,58.086,58.503
2008,3,2,0,0,0,63.163,57.802,58.215
2008,3,3,0,0,0,63.394,57.569,57.895
2008,3,4,0,0,0,63.686,57.467,57.934
2008,3,5,0,0,0,64.1,57.377,58.466
2008,3,6,0,0,0,64.656,57.438,59.092
2008,3,7,0,0,0,65.262,57.467,59.81
2008,3,8,0,0,0,65.812,57.457,60.605
2008,3,9,0,0,0,66.236,57.54,61.417
2008,3,10,0,0,0,66.494,57.677,62.055
2008,3,11,0,0,0,66.561,57.765,62.159
2008,3,12,0,0,0,66.411,57.856,61.388
2008,3,13,0,0,0,66.058,58.022,60.552
2008,3,14,0,0,0,65.594,58.08,59.647
2008,3,15,0,0,0,65.183,58.009,58.683
2008,3,16,0,0,0,64.966,57.945,57.723
2008,3,17,0,0,0,64.957,57.969,56.963
2008,3,18,0,0,0,65.084,58.121,57.042
2008,3,19,0,0,0,65.205,58.313,57.745
2008,3,20,0,0,0,65.188,58.437,58.271
2008,3,21,0,0,0,64.951,58.535,58.628
2008,3,22,0,0,0,64.467,58.624,58.846
2008,3,23,0,0,0,63.82,58.676,58.93
2008,3,24,0,0,0,63.089,58.692,58.874
2008,3,25,0,0,0,62.312,58.743,58.264
2008,3,26,0,0,0,61.536,58.791,57.744
2008,3,27,0,0,0,60.84,58.707,57.507
2008,3,28,0,0,0,60.281,58.549,57.364
2008,3,29,0,0,0,59.928,58.465,57.278
2008,3,30,0,0,0,59.855,58.467,57.244
2008,3,31,0,0,0,60.082,58.525,57.262
2008,4,1,0,0,0,60.561,58.582,57.381
2008,4,2,0,0,0,61.19,58.698,57.532
2008,4,3,0,0,0,61.78,58.905,57.502
2008,4,4,0,0,0,62.18,59.099,57.449
2008,4,5,0,0,0,62.337,59.236,57.175
2008,4,6,0,0,0,62.283,59.267,57.041
2008,4,7,0,0,0,62.132,59.232,57.164
2008,4,8,0,0,0,61.998,59.198,57.51
2008,4,9,0,0,0,61.86,59.218,57.911
2008,4,10,0,0,0,61.624,59.335,57.937
2008,4,11,0,0,0,61.201,59.526,58.025
2008,4,12,0,0,0,60.539,59.773,58.392
2008,4,13,0,0,0,59.699,59.864,58.671
2008,4,14,0,0,0,58.848,59.691,58.743
2008,4,15,0,0,0,58.138,59.147,58.637
2008,4,16,0,0,0,57.755,58.502,58.531
2008,4,17,0,0,0,57.82,58.168,58.852
2008,4,18,0,0,0,58.296,57.893,59.315
2008,4,19,0,0,0,59.042,57.676,59.895
2008,4,20,0,0,0,59.932,57.607,60.602
2008,4,21,0,0,0,60.922,57.693,61.529
2008,4,22,0,0,0,61.921,57.769,62.45
2008,4,23,0,0,0,62.749,57.764,63.233
2008,4,24,0,0,0,63.227,57.943,63.503
2008,4,25,0,0,0,63.249,58.22,63.746
2008,4,26,0,0,0,62.813,58.459,64.258
2008,4,27,0,0,0,62.073,58.45,64.529
2008,4,28,0,0,0,61.189,58.198,64.459
2008,4,29,0,0,0,60.317,58.04,64.283
2008,4,30,0,0,0,59.609,57.725,64.128
2008,5,1,0,0,0,59.085,57.343,64.358
2008,5,2,0,0,0,58.693,57.207,64.369
2008,5,3,0,0,0,58.432,57.183,63.867
2008,5,4,0,0,0,58.323,57.301,63.357
2008,5,5,0,0,0,58.358,57.111,62.848
2008,5,6,0,0,0,58.532,56.9,62.336
2008,5,7,0,0,0,58.833,57.145,61.789
2008,5,8,0,0,0,59.203,57.439,61.249
2008,5,9,0,0,0,59.589,57.443,61.046
2008,5,10,0,0,0,60.002,57.257,61.01
2008,5,11,0,0,0,60.519,57.198,61.148
2008,5,12,0,0,0,61.151,57.289,61.463
2008,5,13,0,0,0,61.818,57.516,61.945
2008,5,14,0,0,0,62.392,57.757,62.624
2008,5,15,0,0,0,62.747,57.96,63.467
2008,5,16,0,0,0,62.768,58.143,64.133
2008,5,17,0,0,0,62.318,58.326,64.767
2008,5,18,0,0,0,61.369,58.518,64.981
2008,5,19,0,0,0,60.093,58.73,64.852
2008,5,20,0,0,0,58.742,58.801,64.502
2008,5,21,0,0,0,57.559,58.63,64.125
2008,5,22,0,0,0,56.773,58.444,63.862
2008,5,23,0,0,0,56.509,58.346,63.635
2008,5,24,0,0,0,56.753,58.45,63.566
2008,5,25,0,0,0,57.446,58.752,64.222
2008,5,26,0,0,0,58.487,59.053,65.108
2008,5,27,0,0,0,59.746,59.148,66.112
2008,5,28,0,0,0,61.09,59.252,67.036
2008,5,29,0,0,0,62.389,59.536,67.747
2008,5,30,0,0,0,63.542,59.793,68.317
2008,5,31,0,0,0,64.525,60.023,68.661
2008,6,1,0,0,0,65.333,60.221,68.578
2008,6,2,0,0,0,65.919,60.447,68.416
2008,6,3,0,0,0,66.26,60.696,68.543
2008,6,4,0,0,0,66.395,60.928,68.559
2008,6,5,0,0,0,66.342,61.146,68.522
2008,6,6,0,0,0,66.066,61.333,68.439
2008,6,7,0,0,0,65.63,61.514,68.316
2008,6,8,0,0,0,65.166,61.526,68.162
2008,6,9,0,0,0,64.699,61.521,68.04
2008,6,10,0,0,0,64.157,61.692,67.58
2008,6,11,0,0,0,63.445,61.864,67.184
2008,6,12,0,0,0,62.48,62.038,66.795
2008,6,13,0,0,0,61.222,62.225,66.412
2008,6,14,0,0,0,59.704,62.424,66.02
2008,6,15,0,0,0,58.079,62.545,65.623
2008,6,16,0,0,0,56.57,62.395,65.225
2008,6,17,0,0,0,55.388,61.955,64.833
2008,6,18,0,0,0,54.643,61.581,64.399
2008,6,19,0,0,0,54.349,61.432,63.728
2008,6,20,0,0,0,54.446,61.349,63.08
2008,6,21,0,0,0,54.921,61.297,62.451
2008,6,22,0,0,0,55.752,60.915,61.836
2008,6,23,0,0,0,56.852,60.358,61.243
2008,6,24,0,0,0,58.115,60.202,60.682
2008,6,25,0,0,0,59.441,60.353,60.293
2008,6,26,0,0,0,60.732,60.36,60.269
2008,6,27,0,0,0,61.906,60.356,60.351
2008,6,28,0,0,0,62.919,60.57,60.562
2008,6,29,0,0,0,63.712,60.785,60.898
2008,6,30,0,0,0,64.264,60.962,61.344
2008,7,1,0,0,0,64.561,61.107,61.901
2008,7,2,0,0,0,64.632,61.22,62.458
2008,7,3,0,0,0,64.609,61.337,63.028
2008,7,4,0,0,0,64.639,61.434,63.591
2008,7,5,0,0,0,64.781,61.44,64.167
2008,7,6,0,0,0,65.032,61.497,64.726
2008,7,7,0,0,0,65.268,61.665,65.214
2008,7,8,0,0,0,65.361,61.849,65.616
2008,7,9,0,0,0,65.284,61.998,65.946
2008,7,10,0,0,0,65.032,62.107,66.197
2008,7,11,0,0,0,64.635,62.111,66.379
2008,7,12,0,0,0,64.185,61.919,66.46
2008,7,13,0,0,0,63.755,61.715,66.479
2008,7,14,0,0,0,63.33,61.675,66.499
2008,7,15,0,0,0,62.917,61.812,66.518
2008,7,16,0,0,0,62.555,62.027,66.538
2008,7,17,0,0,0,62.255,62.208,66.557
2008,7,18,0,0,0,62.021,62.279,66.576
2008,7,19,0,0,0,61.828,62.207,66.596
2008,7,20,0,0,0,61.627,62.004,66.615
2008,7,21,0,0,0,61.331,61.925,66.635
2008,7,22,0,0,0,60.78,62.072,66.655
2008,7,23,0,0,0,59.805,62.106,66.674
2008,7,24,0,0,0,58.324,62.126,66.693
2008,7,25,0,0,0,56.498,62.292,66.712
2008,7,26,0,0,0,54.641,62.496,66.731
2008,7,27,0,0,0,53.049,61.779,66.75
2008,7,28,0,0,0,51.938,61.048,66.769
2008,7,29,0,0,0,51.48,61.279,66.787
2008,7,30,0,0,0,51.784,60.609,66.807
2008,7,31,0,0,0,52.737,59.241,66.826
2008,8,1,0,0,0,54.104,58.528,66.846
2008,8,2,0,0,0,55.668,58.424,66.832
2008,8,3,0,0,0,57.237,58.276,66.627
2008,8,4,0,0,0,58.645,58.074,66.239
2008,8,5,0,0,0,59.796,58.149,65.814
2008,8,6,0,0,0,60.636,58.317,65.633
2008,8,7,0,0,0,61.126,58.485,65.48
2008,8,8,0,0,0,61.323,58.658,65.361
2008,8,9,0,0,0,61.284,58.793,65.308
2008,8,10,0,0,0,61.063,58.933,65.482
2008,8,11,0,0,0,60.738,59.11,65.867
2008,8,12,0,0,0,60.362,59.047,66.32
2008,8,13,0,0,0,59.997,58.816,66.565
2008,8,14,0,0,0,59.749,58.799,66.812
2008,8,15,0,0,0,59.709,58.886,67.059
2008,8,16,0,0,0,59.875,58.81,67.304
2008,8,17,0,0,0,60.197,58.711,67.55
2008,8,18,0,0,0,60.599,58.72,67.737
2008,8,19,0,0,0,61.004,58.821,67.581
2008,8,20,0,0,0,61.312,58.956,66.971
2008,8,21,0,0,0,61.395,59.073,65.349
2008,8,22,0,0,0,61.214,59.209,63.802
2008,8,23,0,0,0,60.856,59.373,62.369
2008,8,24,0,0,0,60.418,59.455,61.079
2008,8,25,0,0,0,59.966,59.132,59.944
2008,8,26,0,0,0,59.607,58.728,59.274
2008,8,27,0,0,0,59.334,58.587,59.137
2008,8,28,0,0,0,59.012,58.582,59.777
2008,8,29,0,0,0,58.514,58.702,60.18
2008,8,30,0,0,0,57.749,58.867,60.13
2008,8,31,0,0,0,56.674,58.909,60.159
2008,9,1,0,0,0,55.387,58.813,60.102
2008,9,2,0,0,0,54.037,58.579,59.181
2008,9,3,0,0,0,52.787,58.121,58.275
2008,9,4,0,0,0,51.823,57.561,57.755
2008,9,5,0,0,0,51.24,57.06,57.402
2008,9,6,0,0,0,51.042,56.693,57.396
2008,9,7,0,0,0,51.21,56.468,57.177
2008,9,8,0,0,0,51.717,56.217,56.958
2008,9,9,0,0,0,52.475,55.773,57.493
2008,9,10,0,0,0,53.394,55.442,57.936
2008,9,11,0,0,0,54.397,55.264,58.233
2008,9,12,0,0,0,55.37,55.16,58.535
2008,9,13,0,0,0,56.195,55.256,58.836
2008,9,14,0,0,0,56.778,55.425,59.135
2008,9,15,0,0,0,57.119,55.579,59.434
2008,9,16,0,0,0,57.334,55.699,59.731
2008,9,17,0,0,0,57.617,55.732,60.061
2008,9,18,0,0,0,58.183,55.677,60.515
2008,9,19,0,0,0,59.064,55.768,60.925
2008,9,20,0,0,0,60.089,56.005,61.298
2008,9,21,0,0,0,61.04,56.225,61.631
2008,9,22,0,0,0,61.757,56.433,61.924
2008,9,23,0,0,0,62.189,56.613,62.179
2008,9,24,0,0,0,62.37,56.77,62.363
2008,9,25,0,0,0,62.409,56.937,62.39
2008,9,26,0,0,0,62.427,57.122,62.417
2008,9,27,0,0,0,62.445,57.316,62.444
2008,9,28,0,0,0,62.448,57.507,62.472
2008,9,29,0,0,0,62.466,57.673,62.512
2008,9,30,0,0,0,62.512,57.686,62.65
2008,10,1,0,0,0,62.572,57.685,62.822
2008,10,2,0,0,0,62.589,57.817,63.025
2008,10,3,0,0,0,62.492,57.986,63.242
2008,10,4,0,0,0,62.244,58.161,63.426
2008,10,5,0,0,0,61.882,58.34,63.57
2008,10,6,0,0,0,61.49,58.534,63.663
2008,10,7,0,0,0,61.17,58.617,63.621
2008,10,8,0,0,0,61.027,58.538,63.511
2008,10,9,0,0,0,61.08,58.508,63.328
2008,10,10,0,0,0,61.227,58.616,63.098
2008,10,11,0,0,0,61.313,58.769,62.85
2008,10,12,0,0,0,61.257,58.924,62.328
2008,10,13,0,0,0,61.064,58.957,61.602
2008,10,14,0,0,0,60.769,58.915,60.638
2008,10,15,0,0,0,60.426,58.888,59.579
2008,10,16,0,0,0,60.132,58.831,59.131
2008,10,17,0,0,0,59.975,58.743,58.746
2008,10,18,0,0,0,59.937,58.659,58.44
2008,10,19,0,0,0,59.965,58.728,58.483
2008,10,20,0,0,0,59.991,58.87,58.81
2008,10,21,0,0,0,59.973,59.051,59.448
2008,10,22,0,0,0,59.883,59.303,60.254
2008,10,23,0,0,0,59.733,59.489,60.531
2008,10,24,0,0,0,59.639,59.512,60.811
2008,10,25,0,0,0,59.792,59.076,61.097
2008,10,26,0,0,0,60.308,58.645,61.385
2008,10,27,0,0,0,61.142,58.69,61.719
2008,10,28,0,0,0,62.162,58.859,62.342
2008,10,29,0,0,0,63.2,59.02,62.712
2008,10,30,0,0,0,64.068,59.172,62.855
2008,10,31,0,0,0,64.672,59.326,62.688
2008,11,1,0,0,0,64.95,59.483,62.465
2008,11,2,0,0,0,64.914,59.503,62.21
2008,11,3,0,0,0,64.664,59.415,62.196
2008,11,4,0,0,0,64.317,59.491,61.774
2008,11,5,0,0,0,63.954,59.433,61.448
2008,11,6,0,0,0,63.587,59.335,61.2
2008,11,7,0,0,0,63.193,59.509,61.115
2008,11,8,0,0,0,62.729,59.706,60.937
2008,11,9,0,0,0,62.189,59.732,60.66
2008,11,10,0,0,0,61.652,59.614,59.928
2008,11,11,0,0,0,61.228,59.494,58.884
2008,11,12,0,0,0,61.006,59.36,58.438
2008,11,13,0,0,0,60.986,59.251,58.051
2008,11,14,0,0,0,61.136,59.197,57.726
2008,11,15,0,0,0,61.431,59.166,57.475
2008,11,16,0,0,0,61.848,59.139,57.28
2008,11,17,0,0,0,62.29,59.103,57.151
2008,11,18,0,0,0,62.664,59.047,57.365
2008,11,19,0,0,0,62.9,59.085,57.054
2008,11,20,0,0,0,62.924,59.233,56.75
2008,11,21,0,0,0,62.663,59.399,56.447
2008,11,22,0,0,0,62.133,59.535,56.132
2008,11,23,0,0,0,61.443,59.489,55.812
2008,11,24,0,0,0,60.762,59.265,55.534
2008,11,25,0,0,0,60.3,58.806,55.29
2008,11,26,0,0,0,60.222,58.405,55.096
2008,11,27,0,0,0,60.465,58.31,55.111
2008,11,28,0,0,0,60.828,58.27,55.496
2008,11,29,0,0,0,61.184,58.234,56.116
2008,11,30,0,0,0,61.492,58.237,56.631
2008,12,1,0,0,0,61.77,58.251,57.206
2008,12,2,0,0,0,62.013,58.207,57.844
2008,12,3,0,0,0,62.162,58.221,58.524
2008,12,4,0,0,0,62.125,58.332,59.068
2008,12,5,0,0,0,61.894,58.442,59.322
2008,12,6,0,0,0,61.494,58.537,59.415
2008,12,7,0,0,0,60.988,58.619,59.686
2008,12,8,0,0,0,60.528,58.622,59.947
2008,12,9,0,0,0,60.297,58.551,60.193
2008,12,10,0,0,0,60.376,58.477,60.424
2008,12,11,0,0,0,60.754,58.433,60.655
2008,12,12,0,0,0,61.315,58.585,60.885
2008,12,13,0,0,0,61.883,58.911,61.121
2008,12,14,0,0,0,62.333,59.236,61.384
2008,12,15,0,0,0,62.662,59.54,61.926
2008,12,16,0,0,0,62.928,59.532,62.227
2008,12,17,0,0,0,63.161,59.368,62.484
2008,12,18,0,0,0,63.359,59.491,62.707
2008,12,19,0,0,0,63.485,59.763,62.897
2008,12,20,0,0,0,63.443,60.032,63.052
2008,12,21,0,0,0,63.224,60.118,63.146
2008,12,22,0,0,0,62.944,60.106,62.924
2008,12,23,0,0,0,62.743,60.056,62.927
2008,12,24,0,0,0,62.691,59.891,63.092
2008,12,25,0,0,0,62.766,59.817,63.396
2008,12,26,0,0,0,62.915,59.869,63.288
2008,12,27,0,0,0,63.087,60.058,62.919
2008,12,28,0,0,0,63.187,60.326,62.282
2008,12,29,0,0,0,63.163,60.433,62.002
2008,12,30,0,0,0,63.083,60.296,61.935
2008,12,31,0,0,0,63.074,60.141,61.859
2009,1,1,0,0,0,63.206,60.065,61.773
2009,1,2,0,0,0,63.48,60.05,62.172
2009,1,3,0,0,0,63.83,60.056,62.683
2009,1,4,0,0,0,64.111,60.188,63.3
2009,1,5,0,0,0,64.162,60.467,63.403
2009,1,6,0,0,0,63.877,60.707,63.123
2009,1,7,0,0,0,63.187,60.867,62.518
2009,1,8,0,0,0,62.189,60.914,61.647
2009,1,9,0,0,0,61.092,60.915,60.536
2009,1,10,0,0,0,60.138,60.877,59.473
2009,1,11,0,0,0,59.574,60.822,58.817
2009,1,12,0,0,0,59.543,60.729,58.496
2009,1,13,0,0,0,60.018,60.643,58.39
2009,1,14,0,0,0,60.824,60.718,58.536
2009,1,15,0,0,0,61.733,60.897,58.895
2009,1,16,0,0,0,62.564,61.089,59.492
2009,1,17,0,0,0,63.282,61.307,60.263
2009,1,18,0,0,0,63.947,61.523,60.861
2009,1,19,0,0,0,64.617,61.686,61.351
2009,1,20,0,0,0,65.319,61.862,61.815
2009,1,21,0,0,0,66.028,62.063,62.241
2009,1,22,0,0,0,66.665,62.283,62.63
2009,1,23,0,0,0,67.152,62.534,62.984
2009,1,24,0,0,0,67.459,62.74,63.3
2009,1,25,0,0,0,67.638,62.942,63.584
2009,1,26,0,0,0,67.813,63.17,63.831
2009,1,27,0,0,0,68.003,63.369,64.075
2009,1,28,0,0,0,68.193,63.538,64.26
2009,1,29,0,0,0,68.402,63.712,64.269
2009,1,30,0,0,0,68.6,63.876,64.386
2009,1,31,0,0,0,68.672,64.019,64.417
2009,2,1,0,0,0,68.558,64.136,64.371
2009,2,2,0,0,0,68.28,64.228,64.207
2009,2,3,0,0,0,67.883,64.272,63.979
2009,2,4,0,0,0,67.424,64.251,63.717
2009,2,5,0,0,0,66.973,64.225,63.539
2009,2,6,0,0,0,66.591,64.208,63.086
2009,2,7,0,0,0,66.329,64.178,62.767
2009,2,8,0,0,0,66.165,64.134,62.727
2009,2,9,0,0,0,66.072,64.084,62.688
2009,2,10,0,0,0,66.064,64.036,62.606
2009,2,11,0,0,0,66.137,63.972,62.506
2009,2,12,0,0,0,66.255,63.929,62.412
2009,2,13,0,0,0,66.387,63.821,62.476
2009,2,14,0,0,0,66.515,63.763,62.648
2009,2,15,0,0,0,66.585,63.723,62.729
2009,2,16,0,0,0,66.555,63.65,62.897
2009,2,17,0,0,0,66.438,63.667,63.145
2009,2,18,0,0,0,66.237,63.659,63.473
2009,2,19,0,0,0,65.969,63.733,63.858
2009,2,20,0,0,0,65.735,63.733,64.222
2009,2,21,0,0,0,65.62,63.531,64.4
2009,2,22,0,0,0,65.624,63.387,64.437
2009,2,23,0,0,0,65.674,63.45,64.473
2009,2,24,0,0,0,65.671,63.594,64.437
2009,2,25,0,0,0,65.497,63.712,63.852
2009,2,26,0,0,0,65.126,63.813,62.95
2009,2,27,0,0,0,64.583,63.865,62.322
2009,2,28,0,0,0,63.878,63.572,61.726
2009,3,1,0,0,0,63.033,63.102,61.158
2009,3,2,0,0,0,62.173,62.878,60.62
2009,3,3,0,0,0,61.449,62.823,60.173
2009,3,4,0,0,0,60.965,62.763,60.304
2009,3,5,0,0,0,60.854,62.562,60.777
2009,3,6,0,0,0,61.292,61.801,61.005
2009,3,7,0,0,0,62.366,61.035,61.231
2009,3,8,0,0,0,63.935,60.94,61.457
2009,3,9,0,0,0,65.68,61.092,61.688
2009,3,10,0,0,0,67.233,61.304,61.924
2009,3,11,0,0,0,68.326,61.532,62.149
2009,3,12,0,0,0,68.851,61.761,62.322
2009,3,13,0,0,0,68.819,61.981,62.327
2009,3,14,0,0,0,68.357,62.191,62.088
2009,3,15,0,0,0,67.645,62.379,61.838
2009,3,16,0,0,0,66.88,62.639,62.019
2009,3,17,0,0,0,66.264,62.759,62.411
2009,3,18,0,0,0,65.969,62.638,62.841
2009,3,19,0,0,0,66.054,62.538,63.377
2009,3,20,0,0,0,66.439,62.506,64.128
2009,3,21,0,0,0,67.009,62.561,65.181
2009,3,22,0,0,0,67.615,62.774,66.279
2009,3,23,0,0,0,68.193,63.066,66.974
2009,3,24,0,0,0,68.709,63.322,67.487
2009,3,25,0,0,0,69.094,63.534,68.003
2009,3,26,0,0,0,69.261,63.706,68.499
2009,3,27,0,0,0,69.149,63.873,68.867
2009,3,28,0,0,0,68.723,64.047,68.524
2009,3,29,0,0,0,68.044,64.191,67.696
2009,3,30,0,0,0,67.232,64.225,66.756
2009,3,31,0,0,0,66.428,64.165,66.086
2009,4,1,0,0,0,65.715,64.084,65.344
2009,4,2,0,0,0,65.153,64.017,64.53
2009,4,3,0,0,0,64.703,63.999,63.752
2009,4,4,0,0,0,64.262,63.998,63.586
2009,4,5,0,0,0,63.869,63.983,63.778
2009,4,6,0,0,0,63.646,63.94,63.373
2009,4,7,0,0,0,63.676,63.834,63.073
2009,4,8,0,0,0,64.049,63.614,63.239
2009,4,9,0,0,0,64.806,63.407,63.78
2009,4,10,0,0,0,65.835,63.422,64.469
2009,4,11,0,0,0,66.999,63.6,65.298
2009,4,12,0,0,0,68.098,63.805,66.166
2009,4,13,0,0,0,68.897,64.002,67.241
2009,4,14,0,0,0,69.246,64.189,67.476
2009,4,15,0,0,0,69.121,64.365,66.847
2009,4,16,0,0,0,68.59,64.504,65.827
2009,4,17,0,0,0,67.799,64.549,64.639
2009,4,18,0,0,0,66.877,64.473,63.289
2009,4,19,0,0,0,66.001,64.364,61.921
2009,4,20,0,0,0,65.238,64.345,60.963
2009,4,21,0,0,0,64.491,64.245,60.381
2009,4,22,0,0,0,63.679,64.115,60.186
2009,4,23,0,0,0,62.806,64.115,60.063
2009,4,24,0,0,0,61.896,63.997,59.936
2009,4,25,0,0,0,60.989,63.576,59.809
2009,4,26,0,0,0,60.173,63.087,59.696
2009,4,27,0,0,0,59.538,62.677,59.621
2009,4,28,0,0,0,59.141,62.314,59.582
2009,4,29,0,0,0,59.01,62.001,59.571
2009,4,30,0,0,0,59.154,61.773,59.51
2009,5,1,0,0,0,59.598,61.678,59.483
2009,5,2,0,0,0,60.324,61.622,59.487
2009,5,3,0,0,0,61.332,61.524,59.51
2009,5,4,0,0,0,62.582,61.433,59.524
2009,5,5,0,0,0,63.921,61.555,59.529
2009,5,6,0,0,0,65.122,61.808,59.519
2009,5,7,0,0,0,65.947,62.016,59.418
2009,5,8,0,0,0,66.298,62.218,59.238
2009,5,9,0,0,0,66.252,62.484,59.078
2009,5,10,0,0,0,65.997,62.757,59.454
2009,5,11,0,0,0,65.71,62.993,60.159
2009,5,12,0,0,0,65.495,63.265,60.829
2009,5,13,0,0,0,65.449,63.568,61.582
2009,5,14,0,0,0,65.554,63.845,62.369
2009,5,15,0,0,0,65.693,64.092,63.182
2009,5,16,0,0,0,65.751,64.341,63.904
2009,5,17,0,0,0,65.674,64.602,64.025
2009,5,18,0,0,0,65.463,64.848,63.755
2009,5,19,0,0,0,65.125,64.96,63.464
2009,5,20,0,0,0,64.682,65.067,63.026
2009,5,21,0,0,0,64.2,65.262,62.586
2009,5,22,0,0,0,63.717,65.474,62.136
2009,5,23,0,0,0,63.229,65.711,61.692
